Order,Line,Site,Supplier,Name,Item Number,Quantity Ordered,Quantity Open,Quantity Received,UM,Due Date,Sales/Job,Producti,St,ERS PL Opt,ERS Opt,Consignment,Type,Operation,Ship-To,Performance Date,Need Date,Order Revision,Item Description
PO071816,4,11-300,22S1001,Cheshire Packaging Products,90070,"4,750.0",0.0,"4,750.0",EA,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Assortment Box
PO071816,5,11-300,22S1001,Cheshire Packaging Products,90071,"4,700.0",0.0,"4,700.0",EA,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,"Multi-Pack, 2 Bottle Box"
PO071816,6,11-300,22S1001,Cheshire Packaging Products,90092,"30,000.0",0.0,"30,000.0",EA,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Standard Box
PO071817,1,11-400,22S1002,Organic Food Supply,80053,"12,500.0",0.0,"12,500.0",ML,14/07/2018,,,c,0,1,No,,0,11-400,14/07/2018,14/07/2018,0,Preservative
PO071818,1,11-100,30S1001,Xia Electronics,60004,25.0,0.0,25.0,EA,14/07/2018,,,c,0,1,No,,0,11-100,14/07/2018,14/07/2018,0,Transducer - 10 Mhz
PO071818,2,11-100,30S1001,Xia Electronics,60010,"6,000.0",0.0,"6,000.0",G,14/07/2018,,,c,0,1,No,,0,11-100,14/07/2018,14/07/2018,0,Pepared Layered Mat
PO071819,1,11-100,30S1002,Tabu Power Cord Co.,60006,25.0,0.0,25.0,EA,14/07/2018,,,c,0,1,No,,0,11-100,14/07/2018,14/07/2018,0,Monitor Cable
PO071819,2,11-100,30S1002,Tabu Power Cord Co.,60011,100.0,0.0,100.0,EA,14/07/2018,,,c,0,1,No,,0,11-100,14/07/2018,14/07/2018,0,Oscillator Elements
PO071820,1,11-300,30S1004,Shanghai Chemical Manufacturers,80003,"2,000.0",0.0,"2,000.0",ML,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Phenolic
PO071820,2,11-300,30S1004,Shanghai Chemical Manufacturers,80032,260.0,0.0,260.0,L,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Glycerin Liquid
PO071820,3,11-300,30S1004,Shanghai Chemical Manufacturers,80045,"22,500.0",0.0,"22,500.0",G,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Cyamposis Tetragonolobus (Guar Gum) Powder
PO071820,4,11-300,30S1004,Shanghai Chemical Manufacturers,80046,"11,400.0",0.0,"11,400.0",G,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Citric Acid Powder
PO071820,5,11-500,30S1004,Shanghai Chemical Manufacturers,80063,5.0,0.0,5.0,ML,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Flavor
PO071820,6,11-500,30S1004,Shanghai Chemical Manufacturers,80066,65.0,0.0,65.0,G,14/07/2018,,,c,0,1,No,,0,11-300,14/07/2018,14/07/2018,0,Sorbitol
PO071821,1,11-200,31S1002,Sydney Copper Company,62250,"2,000.0",0.0,"2,000.0",LB,16/07/2018,,,c,0,1,No,,0,11-200,16/07/2018,16/07/2018,0,Steel CRS 18ga 4301
PO071822,1,11-200,31S1003,Henderson Industrial,62202,"4,600.0",0.0,"4,600.0",EA,06/07/2018,,,c,0,1,No,,0,11-200,06/07/2018,06/07/2018,0,Pem Nut #6 .0125
PO071823,1,11-100,23S1000,Leiferant A,60002,10.0,0.0,10.0,EA,06/07/2018,,,c,0,1,No,,0,11-100,06/07/2018,06/07/2018,0,Display / Readout
PO071824,1,11-100,23S1001,BGS Innovation AG,60003,10.0,0.0,10.0,EA,08/07/2018,,,c,0,1,No,,0,11-100,08/07/2018,08/07/2018,0,Keyboard
PO071825,1,11-500,23S1002,Huber Metalwaren,90073,100.0,0.0,100.0,EA,10/07/2018,,,c,0,1,No,,0,11-500,10/07/2018,10/07/2018,0,"Box, 2 Blister Pack Size"
PO071826,1,11-300,40S1000,Lojas Americanas,90050,100.0,0.0,100.0,EA,06/07/2018,,,c,0,1,No,,0,11-300,06/07/2018,06/07/2018,0,25 Gallon Drum
PO071827,1,11-100,40S1001,ABC Compomentes Electronicos SA,90093,100.0,0.0,100.0,EA,16/07/2018,,,c,0,1,No,,0,11-300,16/07/2018,16/07/2018,0,Shipping Carton
PO071828,1,11-300,40S1002,Tintas Coloridas SA,90091,100.0,0.0,100.0,EA,06/07/2018,,,c,0,1,No,,0,11-300,06/07/2018,06/07/2018,0,Standard Shipping Box
PO071899,1,11-100,10S1002,Bridgeville Industries,60005,20.0,0.0,20.0,EA,,,,c,0,1,No,,0,11-100,,,1,Battery
PO071899,2,11-100,10S1002,Bridgeville Industries,60005,10.0,0.0,10.0,EA,07/07/2018,,,c,0,1,No,,0,11-100,07/07/2018,09/07/2018,1,Battery
PO071901,1,11-400,10S1001,Taylor & Fulton Fruit Co.,80050,20.0,20.0,0.0,LB,06/07/2019,,,,0,1,No,,0,11-400,06/07/2019,06/07/2019,0,Fruit
PO071902,1,11-100,10S1002,Bridgeville Industries,60001,50.0,50.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Durable Plastic Housing
PO071902,2,11-100,10S1002,Bridgeville Industries,60005,50.0,50.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Battery
PO071902,3,11-100,10S1002,Bridgeville Industries,60007,50.0,50.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Movable Cart
PO071902,4,11-100,10S1002,Bridgeville Industries,60012,150.0,150.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Electrodes
PO071902,5,11-200,10S1002,Bridgeville Industries,62201,"1,200.0","1,200.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,"24V Amp 2HP, 1/2 Dia"
PO071902,6,11-200,10S1002,Bridgeville Industries,62203,"9,500.0","9,500.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,"Stud Press Fit #6 1/4"""
PO071903,1,11-100,10S1003,Heron Surgical Supply,01012,650.0,650.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,"Sterile Probe Covers, 20 One time use"
PO071904,1,11-100,10S1004,Sungro Chemicals,60061,90.0,90.0,0.0,GA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Black Paint
PO071904,2,11-100,10S1004,Sungro Chemicals,60062,90.0,90.0,0.0,GA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,"Paint, Other"
PO071904,3,11-300,10S1004,Sungro Chemicals,80010,"9,200.0","9,200.0",0.0,GA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Distilled Water Liquid
PO071904,4,11-300,10S1004,Sungro Chemicals,80011,320.0,320.0,0.0,GA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Purified Water Liquid
PO071904,5,11-300,10S1004,Sungro Chemicals,80041,"1,300.0","1,300.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Caromer 980 Powder/Thickening Agent
PO071904,6,11-300,10S1004,Sungro Chemicals,80043,"22,500.0","22,500.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Ceratonia Siliquis (Locust Bean Gum) Powder
PO071904,7,11-300,10S1004,Sungro Chemicals,80044,"22,500.0","22,500.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Xanthan Gum Powder
PO071904,8,11-500,10S1004,Sungro Chemicals,80060,"1,000.0","1,000.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Simethicone
PO071904,9,11-500,10S1004,Sungro Chemicals,80064,20.0,20.0,0.0,G,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Magnesium Stearate
PO071905,1,11-100,10S1005,Absolute Electronics Company,60003,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Keyboard
PO071906,1,11-100,10S1006,Hampton Electronics,60002,25.0,25.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Display / Readout
PO071906,2,11-100,10S1006,Hampton Electronics,60008,25.0,25.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Printer
PO071907,1,11-400,11S1000,Chiro Foods Limited,80051,10.0,10.0,0.0,G,06/07/2019,,,,0,1,No,,0,11-400,06/07/2019,06/07/2019,0,Proprietary Spice Mix
PO071908,1,11-300,11S1001,Plastics of Oshawa,90010,"4,800.0","4,800.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Pump Dispenser .25l
PO071908,2,11-300,11S1001,Plastics of Oshawa,90011,"33,000.0","33,000.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Plastic Bottle .5l
PO071908,3,11-300,11S1001,Plastics of Oshawa,90012,"4,800.0","4,800.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Plastic Bottle 1l
PO071908,4,11-400,11S1001,Plastics of Oshawa,90019,"11,100.0","11,100.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,"Plastic Bottle, 750 ml"
PO071909,1,11-300,12S1001,Packaging Components Ltd.,90013,"11,500.0","11,500.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,4 Liter Tub
PO071909,2,11-300,12S1001,Packaging Components Ltd.,90016,"200,000.0","200,000.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,25 ml Tube
PO071909,3,11-300,12S1001,Packaging Components Ltd.,90040,"47,500.0","47,500.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Caps
PO071909,4,11-300,12S1001,Packaging Components Ltd.,90072,"4,660.0","4,660.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,"Multi-Pack, 4 Bottle Box"
PO071909,5,11-100,12S1001,Packaging Components Ltd.,90093,75.0,75.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Shipping Carton
PO071910,1,11-100,12S1002,Mexico City Chemicals,60060,160.0,160.0,0.0,GA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,White Paint
PO071910,2,11-300,12S1002,Mexico City Chemicals,80020,600.0,600.0,0.0,ML,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Fragrance
PO071910,3,11-300,12S1002,Mexico City Chemicals,80021,125.0,125.0,0.0,GA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Green Colorant
PO071910,4,11-300,12S1002,Mexico City Chemicals,80033,35.0,35.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Jojoba Oil Liquid
PO071910,5,11-300,12S1002,Mexico City Chemicals,80034,325.0,325.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Aloe Vera Oil Liquid
PO071910,6,11-300,12S1002,Mexico City Chemicals,80042,"4,500.0","4,500.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Potassium Sorbate Powder
PO071910,7,11-500,12S1002,Mexico City Chemicals,80061,10.0,10.0,0.0,G,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Compressable Sugar
PO071910,8,11-500,12S1002,Mexico City Chemicals,80065,75.0,75.0,0.0,G,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Maltodextrin
PO071911,1,11-100,12S1003,Puerto Vallarta Surgical Supplies,01013,"2,700.0","2,700.0",0.0,BX,08/07/2019,,,,0,1,No,,0,11-100,08/07/2019,08/07/2019,0,"Sterile Wipes, Box of 50"
PO071912,1,11-300,20S1002,Pharmaceutical Chemical Supply,80001,"1,000.0","1,000.0",0.0,G,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Quaternary Amonium Chloride
PO071912,2,11-300,20S1002,Pharmaceutical Chemical Supply,80002,500.0,500.0,0.0,G,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Biguanide Compound
PO071912,3,11-300,20S1002,Pharmaceutical Chemical Supply,80031,"1,900.0","1,900.0",0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Ethanol Liquid
PO071912,4,11-300,20S1002,Pharmaceutical Chemical Supply,80035,35.0,35.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Glyceryl Monoiaurate Liquid
PO071912,5,11-300,20S1002,Pharmaceutical Chemical Supply,80036,110.0,110.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Benzyl Alcohol Liquid
PO071912,6,11-300,20S1002,Pharmaceutical Chemical Supply,80037,5.0,5.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,EDTA Liquid
PO071912,7,11-300,20S1002,Pharmaceutical Chemical Supply,80038,"2,750.0","2,750.0",0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Phenoxyethanol Liquid
PO071912,8,11-300,20S1002,Pharmaceutical Chemical Supply,80040,850.0,850.0,0.0,L,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Lidocaine Liquid
PO071912,9,11-500,20S1002,Pharmaceutical Chemical Supply,80062,5.0,5.0,0.0,ML,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Dextrose
PO071913,1,11-300,20S1003,Containers Ltd,90014,"500,500.0","500,500.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-500,06/07/2019,06/07/2019,0,5 ml Tube
PO071913,2,11-500,20S1003,Containers Ltd,90017,750.0,750.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-500,06/07/2019,06/07/2019,0,"Bottle, 50 Size"
PO071913,3,11-500,20S1003,Containers Ltd,90030,"1,450.0","1,450.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-500,06/07/2019,06/07/2019,0,"Blister Pack, 6 Tablet"
PO071913,4,11-300,20S1003,Containers Ltd,90050,"2,250.0","2,250.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-500,06/07/2019,06/07/2019,0,25 Gallon Drum
PO071913,5,11-500,20S1003,Containers Ltd,90073,750.0,750.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-500,06/07/2019,06/07/2019,0,"Box, 2 Blister Pack Size"
PO071914,1,11-100,21S1001,Power Cord International,60009,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Probe Housing Rev. A
PO071914,2,11-100,21S1001,Power Cord International,60080,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Cord - UK
PO071914,3,11-100,21S1001,Power Cord International,60081,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Cord - US
PO071914,4,11-100,21S1001,Power Cord International,60082,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Cord - Australia
PO071914,5,11-100,21S1001,Power Cord International,60083,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Cord - Universal
PO071914,6,11-100,21S1001,Power Cord International,60088,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Converter-Standard
PO071914,7,11-100,21S1001,Power Cord International,60089,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Power Converter - Smart
PO071915,1,11-100,21S1003,Babberich Electronics,60014,20.0,20.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Software CD
PO071915,2,11-100,21S1003,Babberich Electronics,60050,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Base Unit / CPU
PO071915,3,11-100,21S1003,Babberich Electronics,60051,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Microprocessor IM Rev. A
PO071916,1,11-300,22S1001,Cheshire Packaging Products,90015,"250,100.0","250,100.0",0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,15 ml Tube
PO071916,2,11-500,22S1001,Cheshire Packaging Products,90018,750.0,750.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,"Bottle, 100 Size"
PO071916,3,11-200,22S1001,Cheshire Packaging Products,90031,"4,510.0","4,510.0",0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Generic Packaging
PO071916,4,11-300,22S1001,Cheshire Packaging Products,90070,"4,750.0","4,750.0",0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Assortment Box
PO071916,5,11-300,22S1001,Cheshire Packaging Products,90071,"4,700.0","4,700.0",0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,"Multi-Pack, 2 Bottle Box"
PO071916,6,11-300,22S1001,Cheshire Packaging Products,90092,"30,000.0","30,000.0",0.0,EA,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Standard Box
PO071917,1,11-400,22S1002,Organic Food Supply,80053,"12,500.0","12,500.0",0.0,ML,14/07/2019,,,,0,1,No,,0,11-400,14/07/2019,14/07/2019,0,Preservative
PO071918,1,11-100,30S1001,Xia Electronics,60004,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Transducer - 10 Mhz
PO071918,2,11-100,30S1001,Xia Electronics,60010,"6,000.0","6,000.0",0.0,G,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Pepared Layered Mat
PO071919,1,11-100,30S1002,Tabu Power Cord Co.,60006,25.0,25.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Monitor Cable
PO071919,2,11-100,30S1002,Tabu Power Cord Co.,60011,100.0,100.0,0.0,EA,14/07/2019,,,,0,1,No,,0,11-100,14/07/2019,14/07/2019,0,Oscillator Elements
PO071920,1,11-300,30S1004,Shanghai Chemical Manufacturers,80003,"2,000.0","2,000.0",0.0,ML,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Phenolic
PO071920,2,11-300,30S1004,Shanghai Chemical Manufacturers,80032,260.0,260.0,0.0,L,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Glycerin Liquid
PO071920,3,11-300,30S1004,Shanghai Chemical Manufacturers,80045,"22,500.0","22,500.0",0.0,G,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Cyamposis Tetragonolobus (Guar Gum) Powder
PO071920,4,11-300,30S1004,Shanghai Chemical Manufacturers,80046,"11,400.0","11,400.0",0.0,G,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Citric Acid Powder
PO071920,5,11-500,30S1004,Shanghai Chemical Manufacturers,80063,5.0,5.0,0.0,ML,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Flavor
PO071920,6,11-500,30S1004,Shanghai Chemical Manufacturers,80066,65.0,65.0,0.0,G,14/07/2019,,,,0,1,No,,0,11-300,14/07/2019,14/07/2019,0,Sorbitol
PO071921,1,11-200,31S1002,Sydney Copper Company,62250,"2,000.0","2,000.0",0.0,LB,16/07/2019,,,,0,1,No,,0,11-200,16/07/2019,16/07/2019,0,Steel CRS 18ga 4301
PO071922,1,11-200,31S1003,Henderson Industrial,62202,"4,600.0","4,600.0",0.0,EA,06/07/2019,,,,0,1,No,,0,11-200,06/07/2019,06/07/2019,0,Pem Nut #6 .0125
PO071923,1,11-100,23S1000,Leiferant A,60002,10.0,10.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-100,06/07/2019,06/07/2019,0,Display / Readout
PO071924,1,11-100,23S1001,BGS Innovation AG,60003,10.0,10.0,0.0,EA,08/07/2019,,,,0,1,No,,0,11-100,08/07/2019,08/07/2019,0,Keyboard
PO071925,1,11-500,23S1002,Huber Metalwaren,90073,100.0,100.0,0.0,EA,10/07/2019,,,,0,1,No,,0,11-500,10/07/2019,10/07/2019,0,"Box, 2 Blister Pack Size"
PO071926,1,11-300,40S1000,Lojas Americanas,90050,100.0,100.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,25 Gallon Drum
PO071927,1,11-100,40S1001,ABC Compomentes Electronicos SA,90093,100.0,100.0,0.0,EA,16/07/2019,,,,0,1,No,,0,11-300,16/07/2019,16/07/2019,0,Shipping Carton
PO071928,1,11-300,40S1002,Tintas Coloridas SA,90091,100.0,100.0,0.0,EA,06/07/2019,,,,0,1,No,,0,11-300,06/07/2019,06/07/2019,0,Standard Shipping Box
PO071999,1,11-100,10S1002,Bridgeville Industries,60005,20.0,20.0,0.0,EA,,,,,0,1,No,,0,11-100,,,1,Battery
PO071999,2,11-100,10S1002,Bridgeville Industries,60005,20.0,20.0,0.0,EA,09/07/2019,,,,0,1,No,,0,11-100,09/07/2019,09/07/2019,1,Battery
PO081190,1,11-100,10S1002,Bridgeville Industries,60001,47.0,0.0,47.0,EA,07/08/2011,,,,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,Durable Plastic Housing
PO081190,2,11-100,10S1002,Bridgeville Industries,60005,49.0,0.0,49.0,EA,07/08/2011,,,,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,Battery
PO081190,3,11-100,10S1002,Bridgeville Industries,60007,46.0,0.0,46.0,EA,07/08/2011,,,,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,Movable Cart
PO081190,4,11-200,10S1002,Bridgeville Industries,62201,"1,196.0",0.0,"1,196.0",EA,07/08/2011,,,,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,"24V Amp 2HP, 1/2 Dia"
PO081190,5,11-200,10S1002,Bridgeville Industries,62203,"9,465.0",0.0,"9,465.0",EA,07/08/2011,,,c,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,"Stud Press Fit #6 1/4"""
PO081190,6,11-200,10S1002,Bridgeville Industries,62290,"1,148.0",0.0,"1,148.0",EA,07/08/2011,,,,0,1,No,,0,11-100,07/08/2011,07/08/2011,0,Tool Forming Die Motor Assembly
PO081199,1,11-100,10S1002,Bridgeville Industries,60005,20.0,0.0,20.0,EA,22/07/2011,,,c,0,1,No,,0,11-100,22/07/2011,22/07/2011,0,Battery
PO081199,2,11-100,10S1002,Bridgeville Industries,60005,10.0,0.0,10.0,EA,01/08/2011,,,,0,1,No,,0,11-100,01/08/2011,01/08/2011,0,Battery
PO081601,1,11-400,10S1001,Taylor & Fulton Fruit Co.,80050,10.0,0.0,10.0,LB,07/08/2016,,,c,0,1,No,,0,11-400,07/08/2016,07/08/2016,0,Fruit
PO081602,1,11-100,10S1002,Bridgeville Industries,60001,25.0,0.0,25.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Durable Plastic Housing
PO081602,2,11-100,10S1002,Bridgeville Industries,60005,25.0,0.0,25.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Battery
PO081602,3,11-100,10S1002,Bridgeville Industries,60007,25.0,0.0,25.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Movable Cart
PO081602,4,11-100,10S1002,Bridgeville Industries,60012,78.0,0.0,78.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Electrodes
PO081602,5,11-200,10S1002,Bridgeville Industries,62201,600.0,0.0,600.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,"24V Amp 2HP, 1/2 Dia"
PO081602,6,11-200,10S1002,Bridgeville Industries,62203,"4,750.0",0.0,"4,750.0",EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,"Stud Press Fit #6 1/4"""
PO081603,1,11-100,10S1003,Heron Surgical Supply,01012,325.0,0.0,325.0,BX,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,"Sterile Probe Covers, 20 One time use"
PO081604,1,11-100,10S1004,Sungro Chemicals,60061,45.0,0.0,45.0,GA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Black Paint
PO081604,2,11-100,10S1004,Sungro Chemicals,60062,45.0,0.0,45.0,GA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,"Paint, Other"
PO081604,3,11-300,10S1004,Sungro Chemicals,80010,"4,600.0",0.0,"4,600.0",GA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Distilled Water Liquid
PO081604,4,11-300,10S1004,Sungro Chemicals,80011,160.0,0.0,160.0,GA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Purified Water Liquid
PO081604,5,11-300,10S1004,Sungro Chemicals,80041,650.0,0.0,650.0,G,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Caromer 980 Powder/Thickening Agent
PO081604,6,11-300,10S1004,Sungro Chemicals,80043,"11,250.0",0.0,"11,250.0",G,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Ceratonia Siliquis (Locust Bean Gum) Powder
PO081604,7,11-300,10S1004,Sungro Chemicals,80044,"11,250.0",0.0,"11,250.0",G,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Xanthan Gum Powder
PO081604,8,11-500,10S1004,Sungro Chemicals,80060,500.0,0.0,500.0,G,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Simethicone
PO081604,9,11-500,10S1004,Sungro Chemicals,80064,10.0,0.0,10.0,G,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Magnesium Stearate
PO081605,1,11-100,10S1005,Absolute Electronics Company,60003,13.0,0.0,13.0,EA,17/08/2016,,,c,0,1,No,,0,11-100,17/08/2016,17/08/2016,0,Keyboard
PO081606,1,11-100,10S1006,Hampton Electronics,60002,13.0,0.0,13.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Display / Readout
PO081606,2,11-100,10S1006,Hampton Electronics,60008,13.0,0.0,13.0,EA,07/08/2016,,,c,0,1,No,,0,11-100,07/08/2016,07/08/2016,0,Printer
PO081607,1,11-400,11S1000,Chiro Foods Limited,80051,5.0,0.0,5.0,G,07/08/2016,,,c,0,1,No,,0,11-400,07/08/2016,07/08/2016,0,Proprietary Spice Mix
